bed_id,bed_code,bed_number,bed_status,ward_id,ward_type,bed_type,room_number,daily_charge,oxygen_supported,ventilator_supported,maintenance_status,bed_condition,last_sanitized_date,sanitation_frequency,created_date,updated_date
383,BED-000383,26-3,Occupied,26,ICU,ICU Bed,R-26,15000,True,True,Operational,Excellent,2024-12-03,Every Patient,2023-01-01,2025-01-01
384,BED-000384,26-4,Occupied,26,ICU,ICU Bed,R-26,15000,True,True,Operational,Good,2024-12-29,Every Patient,2023-01-01,2025-01-01
385,BED-000385,26-5,Occupied,26,ICU,ICU Bed,R-26,15000,True,True,Operational,Excellent,2024-12-24,Every Patient,2023-01-01,2025-01-01
386,BED-000386,26-6,Available,26,ICU,ICU Bed,R-26,15000,True,True,Operational,Excellent,2024-12-08,Every Patient,2023-01-01,2025-01-01
387,BED-000387,26-7,Occupied,26,ICU,ICU Bed,R-26,15000,True,True,Operational,Good,2024-12-23,Every Patient,2023-01-01,2025-01-01
388,BED-000388,26-8,Occupied,26,ICU,ICU Bed,R-26,15000,True,True,Operational,Excellent,2024-12-05,Every Patient,2023-01-01,2025-01-01
389,BED-000389,26-9,Available,26,ICU,ICU Bed,R-26,15000,True,True,Operational,Excellent,2024-12-13,Every Patient,2023-01-01,2025-01-01
390,BED-000390,26-10,Available,26,ICU,ICU Bed,R-26,15000,True,True,Operational,Good,2024-12-08,Every Patient,2023-01-01,2025-01-01
391,BED-000391,26-11,Occupied,26,ICU,ICU Bed,R-26,15000,True,True,Operational,Excellent,2024-12-28,Every Patient,2023-01-01,2025-01-01
392,BED-000392,26-12,Occupied,26,ICU,ICU Bed,R-26,15000,True,True,Operational,Good,2024-12-06,Every Patient,2023-01-01,2025-01-01
393,BED-000393,26-13,Occupied,26,ICU,ICU Bed,R-26,15000,True,True,Operational,Good,2024-12-29,Every Patient,2023-01-01,2025-01-01
394,BED-000394,26-14,Occupied,26,ICU,ICU Bed,R-26,15000,True,True,Operational,Good,2024-12-09,Every Patient,2023-01-01,2025-01-01
395,BED-000395,26-15,Occupied,26,ICU,ICU Bed,R-26,15000,True,True,Operational,Excellent,2024-12-22,Every Patient,2023-01-01,2025-01-01
396,BED-000396,27-1,Available,27,ICU,ICU Bed,R-27,15000,True,True,Operational,Excellent,2024-12-22,Every Patient,2023-01-01,2025-01-01
397,BED-000397,27-2,Occupied,27,ICU,ICU Bed,R-27,15000,True,True,Operational,Good,2024-12-08,Every Patient,2023-01-01,2025-01-01
398,BED-000398,27-3,Available,27,ICU,ICU Bed,R-27,15000,True,True,Operational,Good,2024-12-17,Every Patient,2023-01-01,2025-01-01
399,BED-000399,27-4,Occupied,27,ICU,ICU Bed,R-27,15000,True,True,Operational,Excellent,2024-12-14,Every Patient,2023-01-01,2025-01-01
400,BED-000400,27-5,Occupied,27,ICU,ICU Bed,R-27,15000,True,True,Operational,Needs Repair,2024-12-05,Every Patient,2023-01-01,2025-01-01
401,BED-000401,27-6,Occupied,27,ICU,ICU Bed,R-27,15000,True,True,Operational,Excellent,2024-12-16,Every Patient,2023-01-01,2025-01-01
402,BED-000402,27-7,Occupied,27,ICU,ICU Bed,R-27,15000,True,True,Operational,Excellent,2024-12-07,Every Patient,2023-01-01,2025-01-01
403,BED-000403,27-8,Occupied,27,ICU,ICU Bed,R-27,15000,True,True,Operational,Excellent,2024-12-14,Every Patient,2023-01-01,2025-01-01
404,BED-000404,27-9,Occupied,27,ICU,ICU Bed,R-27,15000,True,True,Operational,Excellent,2024-12-04,Every Patient,2023-01-01,2025-01-01
405,BED-000405,27-10,Occupied,27,ICU,ICU Bed,R-27,15000,True,True,Operational,Good,2024-12-16,Every Patient,2023-01-01,2025-01-01
406,BED-000406,27-11,Occupied,27,ICU,ICU Bed,R-27,15000,True,True,Operational,Excellent,2024-12-07,Every Patient,2023-01-01,2025-01-01
407,BED-000407,27-12,Occupied,27,ICU,ICU Bed,R-27,15000,True,True,Operational,Excellent,2024-12-11,Every Patient,2023-01-01,2025-01-01
408,BED-000408,27-13,Occupied,27,ICU,ICU Bed,R-27,15000,True,True,Operational,Excellent,2024-12-19,Every Patient,2023-01-01,2025-01-01
409,BED-000409,27-14,Occupied,27,ICU,ICU Bed,R-27,15000,True,True,Operational,Excellent,2024-12-03,Every Patient,2023-01-01,2025-01-01
410,BED-000410,27-15,Occupied,27,ICU,ICU Bed,R-27,15000,True,True,Operational,Good,2024-12-25,Every Patient,2023-01-01,2025-01-01
411,BED-000411,27-16,Occupied,27,ICU,ICU Bed,R-27,15000,True,True,Operational,Needs Repair,2024-12-03,Every Patient,2023-01-01,2025-01-01
412,BED-000412,27-17,Occupied,27,ICU,ICU Bed,R-27,15000,True,True,Operational,Excellent,2024-12-18,Every Patient,2023-01-01,2025-01-01
413,BED-000413,27-18,Available,27,ICU,ICU Bed,R-27,15000,True,True,Operational,Excellent,2024-12-25,Every Patient,2023-01-01,2025-01-01
414,BED-000414,27-19,Available,27,ICU,ICU Bed,R-27,15000,True,True,Operational,Excellent,2024-12-08,Every Patient,2023-01-01,2025-01-01
415,BED-000415,27-20,Occupied,27,ICU,ICU Bed,R-27,15000,True,True,Operational,Excellent,2024-12-03,Every Patient,2023-01-01,2025-01-01
